,Left,Right,Steering_angle,Speed
12609,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.2067_7838.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-7.2197_7838.jpg,7.2630,22.6393
12610,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.2725_7839.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-7.2855_7839.jpg,2.4437,23.7468
12611,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.3298_7840.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-7.3488_7840.jpg,0.0000,24.4549
12612,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.4041_7841.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-7.4200_7841.jpg,0.0000,25.2488
12613,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.4722_7842.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-7.4862_7842.jpg,0.0000,26.0510
12614,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.5328_7843.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-7.5478_7843.jpg,4.6789,26.7825
12615,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.6068_7844.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-7.6218_7844.jpg,9.9607,27.4977
12616,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.6728_7845.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-7.6858_7845.jpg,15.0107,28.1018
12617,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.7308_7846.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-7.7448_7846.jpg,19.5308,28.6236
12618,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.7915_7847.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-7.8092_7847.jpg,15.0941,29.4390
12619,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.8657_7848.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-7.8807_7848.jpg,10.1501,29.8555
12620,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.9296_7849.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-7.9445_7849.jpg,4.6800,29.6185
12621,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-7.9896_7850.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.0063_7850.jpg,0.1761,29.3948
12622,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.0513_7851.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.0670_7851.jpg,0.0000,29.1795
12623,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.1217_7852.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.1397_7852.jpg,0.0000,28.9645
12624,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.1899_7853.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.2069_7853.jpg,0.0000,28.7725
12625,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.2524_7854.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.2680_7854.jpg,0.0000,28.5852
12626,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.3175_7855.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.3338_7855.jpg,0.0000,28.4005
12627,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.3875_7856.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.4075_7856.jpg,0.0000,28.2035
12628,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.4587_7857.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.4757_7857.jpg,0.0000,28.0083
12629,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.5214_7858.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.5385_7858.jpg,4.8526,27.8035
12630,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.5960_7859.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.6090_7859.jpg,10.0366,27.5306
12631,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.6612_7860.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.6752_7860.jpg,15.0689,27.1642
12632,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.7222_7861.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.7394_7861.jpg,10.2295,26.9729
12633,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.7872_7862.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.8030_7862.jpg,5.3766,26.8055
12634,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.8486_7863.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.8642_7863.jpg,0.7973,26.6225
12635,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.9118_7864.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.9248_7864.jpg,0.0000,26.4453
12636,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-8.9775_7865.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-8.9905_7865.jpg,4.5798,26.2712
12637,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.0498_7866.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.0654_7866.jpg,0.0000,26.0924
12638,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.1208_7867.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.1378_7867.jpg,0.0000,25.8803
12639,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.1918_7868.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.2078_7868.jpg,0.0000,27.1429
12640,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.2668_7869.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.2807_7869.jpg,0.0000,27.9175
12641,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.3277_7870.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.3447_7870.jpg,0.0000,28.7682
12642,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.4081_7871.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.4220_7871.jpg,0.0000,29.5600
12643,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.4687_7872.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.4827_7872.jpg,0.0000,30.3479
12644,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.5307_7873.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.5447_7873.jpg,0.0000,31.0200
12645,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.6025_7874.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.6145_7874.jpg,0.0000,31.8075
12646,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.6595_7875.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.6792_7875.jpg,0.0000,32.5127
12647,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.7246_7876.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.7406_7876.jpg,0.0000,33.2758
12648,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.7934_7877.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.8076_7877.jpg,0.0000,33.9964
12649,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.8568_7878.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.8738_7878.jpg,0.0000,34.7119
12650,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-9.9355_7879.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-9.9493_7879.jpg,0.0000,35.4253
12651,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.0017_7880.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.0137_7880.jpg,0.0000,36.2989
12652,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.0697_7881.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.0858_7881.jpg,0.0000,37.0064
12653,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.1408_7882.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.1548_7882.jpg,5.2754,37.7255
12654,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.2126_7883.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.2256_7883.jpg,0.0000,38.5743
12655,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.2833_7884.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.2963_7884.jpg,0.0000,39.5693
12656,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.3447_7885.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.3587_7885.jpg,0.0000,40.2413
12657,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.4175_7886.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.4316_7886.jpg,0.0000,40.4970
12658,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.4838_7887.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.4968_7887.jpg,0.0000,40.8837
12659,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.5460_7888.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.5603_7888.jpg,0.0000,40.9183
12660,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.6169_7889.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.6300_7889.jpg,0.0000,40.6355
12661,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.6813_7890.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.6943_7890.jpg,0.0000,40.3755
12662,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.7430_7891.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.7550_7891.jpg,0.0000,40.1403
12663,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.8052_7892.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.8193_7892.jpg,0.0000,39.8865
12664,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.8682_7893.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.8814_7893.jpg,0.0000,39.6513
12665,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-10.9339_7894.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-10.9469_7894.jpg,4.9085,39.3649
12666,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.0080_7895.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.0250_7895.jpg,9.7447,38.9981
12667,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.0787_7896.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.0937_7896.jpg,4.0590,38.6905
12668,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.1506_7897.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.1638_7897.jpg,0.0000,38.4026
12669,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.2118_7898.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.2238_7898.jpg,0.0000,38.1726
12670,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.2734_7899.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.2854_7899.jpg,0.0000,37.9448
12671,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.3372_7900.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.3512_7900.jpg,0.0000,37.7190
12672,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.4138_7901.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.4268_7901.jpg,0.0000,37.4467
12673,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.4748_7902.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.4868_7902.jpg,0.0000,37.2113
12674,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.5348_7903.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.5488_7903.jpg,0.0000,36.9762
12675,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.6093_7904.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.6220_7904.jpg,0.0000,36.7217
12676,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.6727_7905.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.6847_7905.jpg,0.0000,36.4877
12677,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.7340_7906.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.7467_7906.jpg,0.0000,36.2796
12678,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.7943_7907.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.8085_7907.jpg,4.7048,36.0251
12679,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.8635_7908.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.8761_7908.jpg,9.7311,35.6924
12680,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.9224_7909.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-11.9387_7909.jpg,5.0876,35.4554
12681,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-11.9867_7910.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.0027_7910.jpg,0.2685,35.2284
12682,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.0485_7911.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.0613_7911.jpg,0.0000,35.0381
12683,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.1170_7912.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.1298_7912.jpg,0.0000,34.8054
12684,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.1774_7913.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.1894_7913.jpg,0.0000,34.6091
12685,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.2368_7914.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.2518_7914.jpg,0.0000,34.4121
12686,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.3047_7915.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.3162_7915.jpg,0.0000,34.2048
12687,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.3777_7916.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.3927_7916.jpg,0.0000,34.0046
12688,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.4470_7917.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.4628_7917.jpg,0.0000,33.7700
12689,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.5057_7918.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.5187_7918.jpg,4.9760,33.5301
12690,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.5775_7919.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.5910_7919.jpg,9.9353,33.2249
12691,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.6409_7920.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.6530_7920.jpg,14.8768,32.8513
12692,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.7039_7921.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.7149_7921.jpg,10.1542,32.6195
12693,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.7754_7922.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.7884_7922.jpg,5.3951,32.4134
12694,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.8432_7923.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.8557_7923.jpg,0.0000,32.1192
12695,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.9067_7924.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.9197_7924.jpg,0.0000,31.8813
12696,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-12.9703_7925.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-12.9827_7925.jpg,0.0000,31.6652
12697,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.0334_7926.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.0464_7926.jpg,0.0000,31.4350
12698,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.0967_7927.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.1107_7927.jpg,0.0000,31.1870
12699,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.1581_7928.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.1741_7928.jpg,0.0000,30.9595
12700,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.2195_7929.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.2355_7929.jpg,0.0000,32.4313
12701,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.2932_7930.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.3079_7930.jpg,0.0000,33.3551
12702,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.3623_7931.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.3779_7931.jpg,0.0000,34.1216
12703,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.4339_7932.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.4459_7932.jpg,0.0000,34.9463
12704,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.4946_7933.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.5084_7933.jpg,0.0000,35.6437
12705,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.5543_7934.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.5680_7934.jpg,0.0000,36.2541
12706,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.6210_7935.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.6357_7935.jpg,0.0000,36.9875
12707,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.6867_7936.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.7017_7936.jpg,0.0000,37.9012
12708,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.7531_7937.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.7701_7937.jpg,0.0000,38.5934
12709,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.8326_7938.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.8476_7938.jpg,0.0000,38.5543
12710,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.9156_7939.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-13.9313_7939.jpg,0.0000,38.1263
12711,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-13.9963_7940.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-14.0122_7940.jpg,0.0000,37.6775
12712,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-14.0819_7941.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-14.0979_7941.jpg,-6.1954,37.1945
12713,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-14.1552_7942.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-14.1712_7942.jpg,-0.1199,36.7466
12714,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-14.2238_7943.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-14.2395_7943.jpg,0.0000,36.3853
12715,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-14.2839_7944.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-14.2969_7944.jpg,0.0000,36.0798
12716,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-30-14.3489_7945.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-30-14.3625_7945.jpg,0.0000,35.8048
